Date : 2024-03-27 22:08:12
Directory : d:\Project\Java\Springboot_Vue_Mall
Total : 659 files,  36486 codes, 1051 comments, 3498 blanks, all 41035 lines

Languages
+-----------------+------------+------------+------------+------------+------------+
| language        | files      | code       | comment    | blank      | total      |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\ChaincodeService.class                                                       | Java            |          4 |          0 |          0 |          4 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\CollectionService.class                                                      | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\CommentSerivce.class                                                         | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\DeliverinfoService.class                                                     | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\FeedbackService.class                                                        | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\ImgService.class                                                             | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\MasterService.class                                                          | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\OrderOriginService.class                                                     | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\ProductService.class                                                         | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\PromptlyService.class                                                        | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\RecordSerivce.class                                                          | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\RefundService.class                                                          | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\RegisterService.class                                                        | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\ShareService.class                                                           | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\ShoppingSerivce.class                                                        | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\TeamService.class                                                            | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\TemplateService.class                                                        | Java            |          2 |          0 |          1 |          3 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\impl\AccountServiceImpl.class                                                | Java            |          5 |          0 |          0 |          5 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\impl\ChaincodeServiceImpl.class                                              | Java            |         45 |          0 |          0 |         45 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\service\impl\CommentServiceImpl.class                                                | Java            |          5 |          0 |          0 |          5 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\shiro\AccountProfile.class                                                           | Java            |         31 |          0 |          0 |         31 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\shiro\AccountRealm.class                                                             | Java            |         27 |          0 |          0 |         27 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\shiro\JwtFilter.class                                                                | Java            |         29 |          0 |          0 |         29 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\shiro\JwtToken.class                                                                 | Java            |          9 |          0 |          0 |          9 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\util\JwtUtils.class                                                                  | Java            |         44 |          0 |          0 |         44 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\util\TencentCOSUtil.class                                                            | Java            |         44 |          0 |          0 |         44 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\vo\ArginfoOriginVo.class                                                             | Java            |         64 |          0 |          0 |         64 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\vo\DeliverinfoOriginVo.class                                                         | Java            |         60 |          0 |          0 |         60 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\vo\OrderOriginVo.class                                                               | Java            |         64 |          0 |          0 |         64 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\com\Shopping\vo\OriginInfo.class                                                                  | Java            |         31 |          0 |          0 |         31 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\ordererOrganizations\example.com\msp\config.yaml                                    | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\ordererOrganizations\example.com\orderers\orderer.example.com\msp\config.yaml       | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\ordererOrganizations\example.com\orderers\orderer2.example.com\msp\config.yaml      | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\ordererOrganizations\example.com\orderers\orderer3.example.com\msp\config.yaml      | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\ordererOrganizations\example.com\orderers\orderer4.example.com\msp\config.yaml      | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\ordererOrganizations\example.com\users\Admin@example.com\msp\config.yaml            | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org1.example.com\connection-org1.json                             | JSON            |         49 |          0 |          1 |         50 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org1.example.com\connection-org1.yaml                             | YAML            |         63 |          0 |          3 |         66 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org1.example.com\msp\config.yaml                                  | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org1.example.com\peers\peer0.org1.example.com\msp\config.yaml     | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org1.example.com\users\Admin@org1.example.com\msp\config.yaml     | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org1.example.com\users\User1@org1.example.com\msp\config.yaml     | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org2.example.com\connection-org2.json                             | JSON            |         49 |          0 |          1 |         50 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org2.example.com\connection-org2.yaml                             | YAML            |         63 |          0 |          3 |         66 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org2.example.com\msp\config.yaml                                  | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org2.example.com\peers\peer0.org2.example.com\msp\config.yaml     | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org2.example.com\users\Admin@org2.example.com\msp\config.yaml     | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\classes\crypto-config\peerOrganizations\org2.example.com\users\User1@org2.example.com\msp\config.yaml     | YAML            |         14 |          0 |          1 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\backend\target\test-classes\com\Shopping\SpringApplicationTests.class                                                    | Java            |         18 |          0 |          0 |         18 |
| d:\Project\Java\Springboot_Vue_Mall\database\spring_vue_mall.sql                                                                                             | SQL             |        434 |        129 |         41 |        604 |
| d:\Project\Java\Springboot_Vue_Mall\fabricTrackingContract\.idea\vcs.xml                                                                                     | XML             |          6 |          0 |          0 |          6 |
| d:\Project\Java\Springboot_Vue_Mall\fabricTrackingContract\.idea\workspace.xml                                                                               | XML             |        100 |          0 |          0 |        100 |
| d:\Project\Java\Springboot_Vue_Mall\fabricTrackingContract\Fabric部署过程.md                                                                                     | Markdown        |         46 |          0 |         46 |         92 |
| d:\Project\Java\Springboot_Vue_Mall\fabricTrackingContract\pom.xml                                                                                           | XML             |         32 |          2 |          3 |         37 |
| d:\Project\Java\Springboot_Vue_Mall\fabricTrackingContract\src\main\java\org\yaolin6666\OriginInfo.java                                                      | Java            |         18 |          0 |          3 |         21 |
| d:\Project\Java\Springboot_Vue_Mall\fabricTrackingContract\src\main\java\org\yaolin6666\OriginInfoContract.java                                              | Java            |         58 |          3 |          7 |         68 |
| d:\Project\Java\Springboot_Vue_Mall\fabricTrackingContract\target\classes\org\yaolin6666\OriginInfo.class                                                    | Java            |         24 |          0 |          0 |         24 |
| d:\Project\Java\Springboot_Vue_Mall\fabricTrackingContract\target\classes\org\yaolin6666\OriginInfoContract.class                                            | Java            |         27 |          0 |          0 |         27 |
| d:\Project\Java\Springboot_Vue_Mall\fabricTrackingContract\target\maven-archiver\pom.properties                                                              | Java Properties |          3 |          2 |          1 |          6 |
| d:\Project\Java\Springboot_Vue_Mall\vue\.idea\inspectionProfiles\Project_Default.xml                                                                         | XML             |          6 |          0 |          0 |          6 |
| d:\Project\Java\Springboot_Vue_Mall\vue\.idea\modules.xml                                                                                                    | XML             |          8 |          0 |          0 |          8 |
| d:\Project\Java\Springboot_Vue_Mall\vue\.idea\vcs.xml                                                                                                        | XML             |          6 |          0 |          0 |          6 |
| d:\Project\Java\Springboot_Vue_Mall\vue\.idea\vue.iml                                                                                                        | XML             |          9 |          0 |          0 |          9 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\.eslintrc.js                                                                                         | JavaScript      |         23 |          8 |          2 |         33 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\.idea\Mall-Vue-master.iml                                                                            | XML             |          9 |          0 |          0 |          9 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\.idea\codeStyles\Project.xml                                                                         | XML             |         29 |          0 |          0 |         29 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\.idea\codeStyles\codeStyleConfig.xml                                                                 | XML             |          5 |          0 |          0 |          5 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\.idea\encodings.xml                                                                                  | XML             |          6 |          0 |          0 |          6 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\.idea\jarRepositories.xml                                                                            | XML             |         20 |          0 |          0 |         20 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\.idea\misc.xml                                                                                       | XML             |         22 |          0 |          0 |         22 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\.idea\modules.xml                                                                                    | XML             |          8 |          0 |          0 |          8 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\.postcssrc.js                                                                                        | JavaScript      |          7 |          2 |          2 |         11 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\.travis.yml                                                                                          | YAML            |          7 |          0 |          4 |         11 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\build\build.js                                                                                       | JavaScript      |         34 |          0 |          8 |         42 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\build\check-versions.js                                                                              | JavaScript      |         45 |          0 |         10 |         55 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\build\utils.js                                                                                       | JavaScript      |         81 |          5 |         17 |        103 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\build\vue-loader.conf.js                                                                             | JavaScript      |         21 |          0 |          2 |         23 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\build\webpack.base.conf.js                                                                           | JavaScript      |         78 |         15 |          6 |         99 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\build\webpack.dev.conf.js                                                                            | JavaScript      |         83 |          7 |          7 |         97 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\build\webpack.prod.conf.js                                                                           | JavaScript      |        115 |         24 |          8 |        147 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\config\dev.env.js                                                                                    | JavaScript      |          6 |          0 |          2 |          8 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\config\index.js                                                                                      | JavaScript      |         31 |         30 |         16 |         77 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\config\prod.env.js                                                                                   | JavaScript      |          4 |          0 |          1 |          5 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\index.html                                                                                           | HTML            |         24 |          1 |          3 |         28 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\package.json                                                                                         | JSON            |         85 |          0 |          1 |         86 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\App.vue                                                                                          | Vue             |         38 |          1 |          5 |         44 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\axios.js                                                                                         | JavaScript      |         27 |          3 |          3 |         33 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\Assess.vue                                                                             | Vue             |        391 |         17 |         36 |        444 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\BlogHeader.vue                                                                         | Vue             |        113 |          8 |         10 |        131 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\Consignment.vue                                                                        | Vue             |        334 |         11 |         33 |        378 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\Consignmentrefund.vue                                                                  | Vue             |        528 |          4 |         23 |        555 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\HH.vue                                                                                 | Vue             |         68 |          3 |         19 |         90 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\Nio.vue                                                                                | Vue             |         52 |          0 |         14 |         66 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\Notice.vue                                                                             | Vue             |        271 |         13 |         30 |        314 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\Ordersss.vue                                                                           | Vue             |        539 |          7 |         59 |        605 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\Promptly.vue                                                                           | Vue             |        707 |          9 |        110 |        826 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\Receipt.vue                                                                            | Vue             |        301 |         21 |         24 |        346 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\Receiptrefund.vue                                                                      | Vue             |        532 |          7 |         39 |        578 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\Refund.vue                                                                             | Vue             |        325 |         21 |         41 |        387 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\ShowBlogs.vue                                                                          | Vue             |         80 |          1 |         13 |         94 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\SingBlogs.vue                                                                          | Vue             |        231 |         24 |         41 |        296 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\order.vue                                                                              | Vue             |        649 |         17 |        110 |        776 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\orderDetail.vue                                                                        | Vue             |        671 |         44 |         22 |        737 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\orderDismiss.vue                                                                       | Vue             |        347 |          8 |         35 |        390 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\orderUndone.vue                                                                        | Vue             |        344 |          8 |         35 |        387 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\orders.vue                                                                             | Vue             |        308 |          6 |         19 |        333 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\origin.vue                                                                             | Vue             |        176 |          5 |          6 |        187 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\sharelist.vue                                                                          | Vue             |        331 |          8 |          9 |        348 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\component\shoppingedit.vue                                                                       | Vue             |         69 |          2 |          5 |         76 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\Freeback.vue                                                                          | Vue             |        144 |          3 |         16 |        163 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\GoodsDetail.vue                                                                       | Vue             |         68 |          2 |          4 |         74 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\GoodsList.vue                                                                         | Vue             |        461 |         13 |         44 |        518 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\GoodssList.vue                                                                        | Vue             |        675 |         30 |        112 |        817 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\HelloWorld.vue                                                                        | Vue             |         28 |          0 |          2 |         30 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\Home.vue                                                                              | Vue             |        102 |          0 |          9 |        111 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\Index.vue                                                                             | Vue             |        444 |          5 |         48 |        497 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\Login.vue                                                                             | Vue             |        166 |         12 |         27 |        205 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\Merchant.vue                                                                          | Vue             |        575 |         43 |         62 |        680 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\Order.vue                                                                             | Vue             |        478 |          6 |         31 |        515 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\OrderDetail.vue                                                                       | Vue             |        529 |          6 |         52 |        587 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\Pay.vue                                                                               | Vue             |         66 |          0 |          3 |         69 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\PayDone.vue                                                                           | Vue             |         27 |          0 |          3 |         30 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\Search.vue                                                                            | Vue             |        117 |          4 |         16 |        137 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\ShoppingCart.vue                                                                      | Vue             |        222 |          5 |          3 |        230 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\SignUp.vue                                                                            | Vue             |        152 |          1 |         13 |        166 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\ValidCode.vue                                                                         | Vue             |         89 |          5 |          4 |         98 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\footer\Footer.vue                                                                     | Vue             |        145 |          2 |          5 |        152 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\footer\products.vue                                                                   | Vue             |         54 |          1 |          9 |         64 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\goodsDetail\ShowGoods.vue                                                             | Vue             |        578 |         21 |         58 |        657 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\goodsDetail\ShowGoodsDetail.vue                                                       | Vue             |        620 |         27 |         18 |        665 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\goodsDetail\ShowProductWarranty.vue                                                   | Vue             |         91 |          1 |          7 |         99 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\header\Header.vue                                                                     | Vue             |        470 |          1 |         71 |        542 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\header\ShopHeader.vue                                                                 | Vue             |        114 |          0 |         14 |        128 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\home\AddAddress.vue                                                                   | Vue             |        104 |          1 |          3 |        108 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\home\EditAddress.vue                                                                  | Vue             |         84 |          3 |          7 |         94 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\home\MyAddress.vue                                                                    | Vue             |        212 |          6 |         12 |        230 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\home\MyOrder.vue                                                                      | Vue             |        225 |          6 |         18 |        249 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\home\MyShoppingCart.vue                                                               | Vue             |        165 |          1 |         30 |        196 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\home\Myfootprint.vue                                                                  | Vue             |        304 |         12 |         65 |        381 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\nav\GoodsClassNav.vue                                                                 | Vue             |        105 |         11 |         19 |        135 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\nav\GoodsDetailNav.vue                                                                | Vue             |         44 |          0 |          9 |         53 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\nav\GoodsListNav.vue                                                                  | Vue             |         45 |          0 |          4 |         49 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\nav\GoodsListNavs.vue                                                                 | Vue             |         60 |          1 |          3 |         64 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\nav\HomeNav.vue                                                                       | Vue             |        168 |          4 |         14 |        186 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\originInfo.vue                                                                        | Vue             |         90 |          0 |          5 |         95 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\signUp\CheckPhone.vue                                                                 | Vue             |         78 |          0 |          3 |         81 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\signUp\InputInfo.vue                                                                  | Vue             |         90 |          0 |          3 |         93 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\components\signUp\SignUpDone.vue                                                                 | Vue             |         25 |          0 |          3 |         28 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\main.js                                                                                          | JavaScript      |         39 |          5 |          5 |         49 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\plugins\axios.js                                                                                 | JavaScript      |         40 |         12 |         10 |         62 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\router\index.js                                                                                  | JavaScript      |        259 |          3 |         29 |        291 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\store\index.js                                                                                   | JavaScript      |         34 |          0 |          6 |         40 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\utils\request.js                                                                                 | JavaScript      |         32 |          1 |          7 |         40 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\vuex\actions.js                                                                                  | JavaScript      |        728 |         13 |         14 |        755 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\vuex\getters.js                                                                                  | JavaScript      |         19 |          5 |          7 |         31 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\vuex\mutations.js                                                                                | JavaScript      |         65 |         15 |         17 |         97 |
| d:\Project\Java\Springboot_Vue_Mall\vue\Mall-Vue-master\src\vuex\store.js                                                                                    | JavaScript      |         51 |          0 |          4 |         55 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\.idea\login-test.iml                                                                                             | XML             |          9 |          0 |          0 |          9 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\.idea\misc.xml                                                                                                   | XML             |          6 |          0 |          0 |          6 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\.idea\modules.xml                                                                                                | XML             |          8 |          0 |          0 |          8 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\.idea\runConfigurations.xml                                                                                      | XML             |         10 |          0 |          0 |         10 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\.idea\vcs.xml                                                                                                    | XML             |          6 |          0 |          0 |          6 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\babel.config.js                                                                                                  | JavaScript      |          5 |          0 |          1 |          6 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\package.json                                                                                                     | JSON            |         32 |          0 |          1 |         33 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\public\index.html                                                                                                | HTML            |         16 |          0 |          1 |         17 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\App.vue                                                                                                      | Vue             |         10 |          0 |          5 |         15 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\assets\css\global.css                                                                                        | CSS             |          5 |          0 |          0 |          5 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\axios.js                                                                                                     | JavaScript      |         28 |          1 |          4 |         33 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\components\Aside.vue                                                                                         | Vue             |         93 |          0 |          2 |         95 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\components\Header.vue                                                                                        | Vue             |         65 |          0 |         15 |         80 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\components\ValidCode.vue                                                                                     | Vue             |         89 |          2 |          3 |         94 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\layout\Layout.vue                                                                                            | Vue             |         24 |          0 |          6 |         30 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\main.js                                                                                                      | JavaScript      |         16 |          0 |          4 |         20 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\router\index.js                                                                                              | JavaScript      |        122 |          0 |          7 |        129 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\store\index.js                                                                                               | JavaScript      |         32 |          0 |          5 |         37 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\utils\request.js                                                                                             | JavaScript      |         32 |          0 |          8 |         40 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\views\Address.vue                                                                                            | Vue             |        231 |          7 |         26 |        264 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\views\Collection.vue                                                                                         | Vue             |        174 |          8 |          7 |        189 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\views\Collections.vue                                                                                        | Vue             |        241 |          9 |         16 |        266 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\views\Comment.vue                                                                                            | Vue             |        232 |          0 |         21 |        253 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\views\Feedback.vue                                                                                           | Vue             |        186 |          5 |         29 |        220 |
| d:\Project\Java\Springboot_Vue_Mall\vue\end\src\views\Index.vue                                                                                              | Vue             |        158 |          0 |          5 |        163 |
